ID_CLIENTE,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn,r_income,ed_mejorada
500,Zone 3,67,42,Married,20,81,Some college,20,No,Female,5,Yes,No,Yes,Yes,24.4,41.25,0,9.5,36.7,1701,2799.45,0,615,2481.65,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,High,3. Some college
501,Zone 2,6,24,Unmarried,2,17,Did not complete high school,1,No,Male,1,Yes,No,Yes,No,3.25,21,0,15.25,0,29.25,132.2,0,45,0,No,No,No,No,Yes,Yes,No,Yes,No,Plus service,No,Low,1. Did not complete high school
502,Zone 1,25,46,Unmarried,13,45,Did not complete high school,12,No,Female,1,Yes,No,No,No,5.4,16,0,0,0,155,408.05,0,0,0,No,Yes,No,No,No,Yes,Yes,No,No,Plus service,No,Medium,1. Did not complete high school
503,Zone 2,15,39,Unmarried,19,32,High school degree,2,No,Male,1,No,Yes,No,No,3.45,0,31.85,0,0,44.45,0,462.75,0,0,Yes,Yes,No,No,No,No,No,No,Yes,E-service,Yes,Medium,2. High school degree
504,Zone 3,32,35,Unmarried,12,57,College degree,5,No,Male,1,Yes,Yes,No,No,8.6,11,30.05,0,0,259.3,335.15,975.8,0,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,4. College degree
505,Zone 2,22,39,Unmarried,0,63,College degree,9,No,Male,1,No,Yes,No,No,6.2,0,21.35,0,0,121.7,0,425.25,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,High,4. College degree
506,Zone 2,8,22,Unmarried,3,25,College degree,0,No,Male,1,Yes,No,Yes,Yes,8,32.25,0,18.25,19.45,61.55,264,0,155,153.7,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Low,4. College degree
507,Zone 1,3,31,Married,4,22,Did not complete high school,1,No,Male,2,No,Yes,No,No,3.4,0,22.7,0,0,7.6,0,35.45,0,0,No,No,No,Yes,No,Yes,No,No,Yes,Basic service,Yes,Low,1. Did not complete high school
508,Zone 2,32,54,Unmarried,6,155,High school degree,20,No,Male,1,No,No,No,No,16.35,0,0,0,0,528.5,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Very High,2. High school degree
509,Zone 1,49,54,Unmarried,24,30,High school degree,5,No,Male,1,No,No,Yes,No,15.5,0,0,14.25,0,754.8,0,0,625,0,Yes,No,No,No,No,No,Yes,No,No,E-service,No,Medium,2. High school degree
510,Zone 2,2,28,Unmarried,7,46,Some college,0,No,Female,1,No,No,No,Yes,3.45,0,0,0,15.1,6.55,0,0,0,10.45,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Total service,No,Medium,3. Some college
511,Zone 1,39,47,Unmarried,1,68,College degree,10,No,Female,2,No,No,No,No,8.3,0,0,0,0,308.55,0,0,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,High,4. College degree
512,Zone 1,42,33,Unmarried,2,67,High school degree,5,No,Male,2,No,No,Yes,No,6.7,0,0,25.25,0,270.2,0,0,1075,0,Yes,No,No,No,No,No,No,Yes,No,E-service,No,High,2. High school degree
513,Zone 1,28,36,Unmarried,3,69,Some college,2,No,Male,1,Yes,Yes,Yes,Yes,6.05,25.25,41.55,31.75,36.6,153.05,697.05,1117.2,835,1020.95,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,No,High,3. Some college
514,Zone 2,41,46,Married,14,47,High school degree,11,No,Male,5,Yes,Yes,Yes,Yes,6.3,41.25,55.8,20,50.95,279.7,1665,2197.6,830,1956.7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,Medium,2. High school degree
515,Zone 3,67,50,Married,31,83,High school degree,12,No,Male,2,No,Yes,Yes,No,29.45,0,22.65,19,0,1921.55,0,1515.4,1240,0,Yes,No,No,No,No,No,No,No,Yes,E-service,No,High,2. High school degree
516,Zone 1,38,40,Unmarried,15,34,High school degree,11,No,Female,1,No,Yes,Yes,No,4.25,0,19.8,7,0,157.6,0,779.65,275,0,Yes,No,No,Yes,No,No,No,No,No,E-service,No,Medium,2. High school degree
517,Zone 2,18,38,Unmarried,8,45,High school degree,2,No,Female,4,Yes,Yes,Yes,Yes,2.7,31.5,36.25,15,23.4,45.6,609.2,654.75,270,422.5,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Medium,2. High school degree
518,Zone 2,6,42,Married,17,29,High school degree,2,No,Female,2,Yes,No,Yes,Yes,4.3,25.75,0,29,31.9,13.4,159.15,0,165,162,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,Low,2. High school degree
519,Zone 2,4,36,Unmarried,0,21,High school degree,1,No,Female,3,No,No,No,No,3.3,0,0,0,0,22.1,0,0,0,0,No,No,No,No,No,No,No,Yes,No,Basic service,No,Low,2. High school degree
520,Zone 1,13,23,Married,3,30,Some college,0,No,Female,4,Yes,Yes,No,No,5.15,24.25,28.85,0,0,53.5,294.55,294.35,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Total service,No,Medium,3. Some college
521,Zone 1,20,35,Unmarried,0,78,College degree,7,No,Male,1,No,Yes,No,Yes,5.5,0,46.1,0,35.25,97.15,0,825.45,0,701.05,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Total service,Yes,High,4. College degree
522,Zone 1,34,49,Married,27,61,Some college,15,No,Female,2,Yes,No,No,No,12.65,34.25,0,0,0,414.9,1119.35,0,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,3. Some college
523,Zone 1,46,29,Married,4,90,Post-undergraduate degree,3,No,Male,4,Yes,No,Yes,Yes,16.85,40.5,0,34.5,39.8,736.45,1817.75,0,1480,1783.15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,5. Post-undergraduate degree
524,Zone 1,48,41,Unmarried,21,43,High school degree,7,No,Male,1,No,No,Yes,No,19.5,0,0,11.75,0,887.7,0,0,530,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Medium,2. High school degree
525,Zone 3,69,61,Married,12,301,High school degree,37,No,Male,2,Yes,Yes,Yes,Yes,26.05,36.75,41.85,16.25,38.45,1738.15,2589.3,2768.9,1110,2590.2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Very High,2. High school degree
526,Zone 1,32,34,Married,7,32,High school degree,15,No,Male,4,No,No,No,No,9.25,0,0,0,0,285.75,0,0,0,0,No,No,No,No,No,No,No,Yes,No,Basic service,No,Medium,2. High school degree
527,Zone 1,29,29,Unmarried,9,41,High school degree,9,No,Male,2,Yes,Yes,No,No,4.75,23,37.45,0,0,112,626.6,1010.1,0,0,Yes,No,No,No,No,No,Yes,Yes,Yes,E-service,No,Medium,2. High school degree
528,Zone 3,55,52,Unmarried,22,127,Did not complete high school,28,No,Female,3,No,No,Yes,No,7.05,0,0,20.25,0,400.55,0,0,1150,0,Yes,Yes,No,No,No,No,No,No,Yes,E-service,No,High,1. Did not complete high school
529,Zone 3,72,60,Married,36,271,Did not complete high school,43,No,Female,2,No,No,Yes,No,21.7,0,0,52.25,0,1580.4,0,0,3665,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Very High,1. Did not complete high school
530,Zone 3,29,26,Unmarried,1,32,Some college,2,No,Female,1,No,No,Yes,No,3.4,0,0,15.75,0,111.5,0,0,440,0,No,Yes,No,No,No,No,No,Yes,No,Basic service,Yes,Medium,3. Some college
531,Zone 2,50,25,Married,1,36,College degree,2,No,Female,5,No,Yes,Yes,Yes,13.05,0,40.6,10.25,40.85,682.2,0,1928.2,545,1964.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,No,Medium,4. College degree
532,Zone 3,35,50,Married,11,293,Some college,21,No,Male,2,No,Yes,No,No,12.25,0,23.9,0,0,416.4,0,793.4,0,0,No,No,No,No,No,No,No,No,Yes,Basic service,Yes,Very High,3. Some college
533,Zone 3,11,63,Unmarried,9,41,Some college,3,No,Male,1,No,Yes,No,No,4.15,0,29.9,0,0,46.35,0,299.65,0,0,No,No,No,Yes,No,No,No,No,Yes,Basic service,Yes,Medium,3. Some college
534,Zone 1,9,29,Unmarried,9,39,Some college,5,No,Female,1,No,No,No,No,4.2,0,0,0,0,22,0,0,0,0,No,No,No,No,No,No,No,No,Yes,Basic service,No,Medium,3. Some college
535,Zone 2,51,48,Unmarried,27,58,Did not complete high school,18,No,Male,1,Yes,No,Yes,No,19.2,25.75,0,9.25,0,964.85,1320.05,0,390,0,No,No,No,No,Yes,No,Yes,Yes,No,Plus service,Yes,High,1. Did not complete high school
536,Zone 1,33,34,Married,2,28,Did not complete high school,3,No,Female,3,No,No,No,No,13.4,0,0,0,0,438.9,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,No,E-service,No,Low,1. Did not complete high school
537,Zone 1,25,20,Unmarried,0,15,High school degree,0,No,Male,2,Yes,No,Yes,No,10.7,23,0,18.75,0,296.75,572.25,0,405,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Low,2. High school degree
538,Zone 3,31,34,Unmarried,9,105,College degree,7,No,Female,4,No,No,Yes,No,6.45,0,0,5.75,0,182.35,0,0,170,0,No,No,No,No,No,Yes,No,Yes,No,Plus service,No,High,4. College degree
539,Zone 2,67,40,Married,10,80,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,33.05,21.75,53.55,18.75,48.05,2225.15,1391.6,3532.1,1215,3185.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,4. College degree
540,Zone 3,55,45,Unmarried,8,36,High school degree,9,No,Male,3,Yes,No,Yes,No,25.65,41.75,0,11.75,0,1423,2294.75,0,630,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,2. High school degree
541,Zone 3,19,50,Unmarried,7,112,College degree,3,No,Female,1,No,Yes,Yes,Yes,7.15,0,44.8,14.25,46.55,160.2,0,817.25,265,893.75,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Total service,No,High,4. College degree
542,Zone 1,39,34,Married,11,55,College degree,10,No,Female,4,Yes,Yes,Yes,Yes,18.45,33.75,56.95,35.5,47.85,742.5,1307.8,2171.7,1385,1867.5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,4. College degree
543,Zone 2,52,35,Married,8,40,College degree,1,No,Male,2,Yes,Yes,Yes,Yes,10.75,33.5,35.3,11,44.6,546.65,1772.35,1726.5,615,2407.15,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,4. College degree
544,Zone 3,55,37,Married,15,23,High school degree,0,No,Female,5,Yes,No,Yes,No,12.95,32.5,0,26.25,0,716.25,1783.55,0,1355,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Low,2. High school degree
545,Zone 2,25,62,Unmarried,27,28,College degree,33,Yes,Female,1,Yes,Yes,Yes,Yes,8.3,14.75,52,18,47,160.4,359.25,1183.7,430,1117.55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Low,4. College degree
546,Zone 3,33,58,Unmarried,12,21,High school degree,23,Yes,Female,1,No,No,Yes,No,8.8,0,0,20.75,0,264.05,0,0,690,0,No,No,No,No,No,No,No,No,No,Basic service,No,Low,2. High school degree
547,Zone 2,48,35,Unmarried,5,63,College degree,12,No,Male,2,No,No,Yes,No,13.4,0,0,27.5,0,560.55,0,0,1315,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Plus service,Yes,High,4. College degree
548,Zone 2,48,31,Married,12,52,College degree,3,No,Male,3,Yes,Yes,Yes,Yes,8.15,26.5,50.95,31.75,55.55,364.8,1323.5,2289.7,1410,2725.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,4. College degree
549,Zone 2,49,57,Unmarried,3,189,Did not complete high school,31,No,Female,3,No,No,Yes,No,11,0,0,8.75,0,476.15,0,0,405,0,No,No,No,No,No,No,No,No,No,Basic service,No,Very High,1. Did not complete high school
550,Zone 3,54,32,Married,0,50,Did not complete high school,15,No,Male,3,Yes,Yes,Yes,No,18.15,46.25,49.2,21.25,0,958.7,2530.9,2610.6,1105,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,Yes,Medium,1. Did not complete high school
551,Zone 1,45,32,Married,9,23,Did not complete high school,15,No,Male,4,No,No,No,No,9.85,0,0,0,0,469.1,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Low,1. Did not complete high school
552,Zone 3,4,37,Married,1,33,High school degree,15,No,Female,5,No,Yes,No,No,2.45,0,21.9,0,0,19.25,0,65.1,0,0,No,No,No,Yes,No,No,No,No,Yes,Basic service,Yes,Medium,2. High school degree
553,Zone 3,49,27,Married,3,29,Some college,6,No,Female,3,No,Yes,No,No,10.4,0,44,0,0,476.45,0,2096.8,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,E-service,Yes,Low,3. Some college
554,Zone 2,23,35,Unmarried,2,96,Some college,4,No,Male,1,No,Yes,Yes,Yes,6.4,0,37.6,22.75,46.2,160.3,0,788.4,450,979.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,High,3. Some college
555,Zone 2,31,44,Unmarried,23,80,Post-undergraduate degree,15,No,Male,1,Yes,Yes,No,No,14.05,9.25,30.35,0,0,465.2,306.05,916.5,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,High,5. Post-undergraduate degree
556,Zone 2,55,44,Married,2,68,High school degree,15,No,Male,5,Yes,No,Yes,No,6.6,43.5,0,29.5,0,350.85,2423.3,0,1685,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,2. High school degree
557,Zone 1,9,28,Unmarried,7,30,Did not complete high school,4,No,Female,6,No,No,No,No,4.2,0,0,0,0,47.45,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,1. Did not complete high school
558,Zone 2,55,57,Married,25,34,High school degree,12,No,Male,3,No,No,Yes,No,14.6,0,0,29.5,0,785.4,0,0,1600,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,2. High school degree
559,Zone 1,34,30,Unmarried,3,35,High school degree,2,No,Female,3,Yes,No,Yes,No,9.05,21.5,0,8,0,333,695.95,0,275,0,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Plus service,No,Medium,2. High school degree
560,Zone 1,10,23,Unmarried,4,36,High school degree,1,No,Male,3,Yes,No,Yes,No,8.55,14.75,0,22,0,86.05,142.05,0,200,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,2. High school degree
561,Zone 2,62,76,Unmarried,20,35,Some college,18,Yes,Female,1,No,No,Yes,No,17.25,0,0,17.75,0,1045.7,0,0,1085,0,Yes,No,No,No,Yes,No,No,No,Yes,E-service,No,Medium,3. Some college
562,Zone 2,51,36,Unmarried,13,62,Some college,9,No,Male,2,Yes,No,Yes,Yes,5.65,36.25,0,19.75,40.4,305.75,1872.75,0,995,2005.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,3. Some college
563,Zone 1,65,48,Unmarried,28,94,Did not complete high school,25,No,Male,1,No,No,Yes,No,10.4,0,0,22.5,0,664.65,0,0,1470,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,1. Did not complete high school
564,Zone 3,53,33,Unmarried,1,60,Did not complete high school,6,No,Male,2,Yes,No,Yes,Yes,17.65,28.5,0,41,28.55,950.7,1502.2,0,2170,1524.6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,High,1. Did not complete high school
565,Zone 1,23,35,Unmarried,4,118,High school degree,11,No,Male,1,No,Yes,No,No,7.9,0,30.15,0,0,196.95,0,672.4,0,0,No,Yes,No,Yes,No,No,No,No,Yes,Basic service,Yes,High,2. High school degree
566,Zone 3,1,30,Unmarried,3,135,College degree,3,No,Male,3,Yes,Yes,Yes,No,1.1,5.75,22.8,2.75,0,1.1,5.75,22.8,2.75,0,No,No,No,Yes,Yes,No,No,No,Yes,Basic service,Yes,High,4. College degree
567,Zone 3,66,55,Unmarried,20,80,High school degree,24,No,Female,1,Yes,No,Yes,No,14,30.75,0,14.75,0,938.35,2128.2,0,965,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,2. High school degree
568,Zone 3,8,27,Married,0,21,Some college,3,No,Female,2,No,Yes,No,No,3.65,0,36.45,0,0,38.05,0,235.75,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,Low,3. Some college
569,Zone 3,18,28,Married,3,22,Did not complete high school,2,No,Female,5,No,No,Yes,No,3.15,173,0,9.5,0,55.55,0,0,175,0,No,No,No,No,No,No,No,No,No,Basic service,No,Low,1. Did not complete high school
570,Zone 3,36,32,Married,3,63,College degree,7,No,Male,4,No,Yes,Yes,No,6.2,0,29.55,12.75,0,229.5,0,991.35,415,0,Yes,No,No,Yes,No,No,No,Yes,No,E-service,No,High,4. College degree
571,Zone 1,13,40,Unmarried,16,142,High school degree,18,No,Female,1,No,No,No,No,8.45,0,0,0,0,109.85,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,Yes,High,2. High school degree
572,Zone 3,4,44,Unmarried,15,32,Some college,0,No,Female,1,Yes,Yes,Yes,No,2.1,13.75,25.95,8.75,0,6.9,44.95,82.25,25,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Plus service,Yes,Medium,3. Some college
573,Zone 3,20,32,Unmarried,10,19,Some college,5,No,Male,1,No,Yes,No,No,6.85,0,36.05,0,0,106.5,0,701.5,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,Low,3. Some college
574,Zone 1,66,39,Married,12,60,College degree,10,No,Male,3,Yes,Yes,Yes,Yes,20.15,39.25,46.3,17.25,36.4,1443.75,2490.65,2895.3,1055,2322.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,4. College degree
575,Zone 3,67,47,Married,7,97,Did not complete high school,23,No,Male,4,No,No,Yes,No,22.4,0,0,18.5,0,1464.9,0,0,1225,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,1. Did not complete high school
576,Zone 1,11,24,Married,0,31,High school degree,3,No,Female,4,Yes,Yes,Yes,Yes,5.4,16,39.2,13.75,33.55,83.15,189.45,422.8,140,331.65,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Total service,Yes,Medium,2. High school degree
577,Zone 1,6,26,Unmarried,7,30,Some college,1,No,Female,2,No,Yes,No,No,6.35,0,19.75,0,0,30.8,0,109.25,0,0,No,No,No,Yes,No,No,No,No,No,Basic service,Yes,Medium,3. Some college
578,Zone 2,13,23,Married,4,31,Did not complete high school,5,No,Female,4,No,Yes,No,Yes,4.6,0,35.45,0,27.7,54.85,0,398.95,0,339.75,No,Yes,Yes,Yes,No,No,No,No,Yes,Basic service,No,Medium,1. Did not complete high school
579,Zone 2,2,29,Married,3,44,High school degree,9,No,Female,6,Yes,Yes,Yes,Yes,2.1,16.25,43.2,12.25,33.6,5.1,31.3,47.05,5,24.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Medium,2. High school degree
580,Zone 1,4,40,Unmarried,12,38,High school degree,5,No,Male,1,No,No,Yes,No,8.15,0,0,12,0,32.25,0,0,25,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,2. High school degree
581,Zone 1,34,63,Married,10,23,High school degree,0,No,Female,2,Yes,Yes,Yes,Yes,14.3,19.5,39.6,15.25,28.95,459.05,616.5,1396.3,495,984.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,Low,2. High school degree
582,Zone 1,13,34,Married,6,37,Some college,6,No,Male,4,No,No,No,No,6.85,0,0,0,0,102.5,0,0,0,0,No,No,No,No,No,Yes,No,Yes,No,Plus service,No,Medium,3. Some college
583,Zone 2,37,40,Married,14,26,High school degree,0,No,Male,5,No,No,Yes,No,18.9,0,0,12,0,653.15,0,0,470,0,Yes,No,No,No,No,No,No,No,Yes,E-service,No,Low,2. High school degree
584,Zone 1,45,30,Married,8,38,High school degree,5,No,Male,6,No,No,Yes,No,12.75,0,0,23.75,0,622.15,0,0,1015,0,Yes,No,No,No,No,Yes,Yes,Yes,No,Plus service,No,Medium,2. High school degree
585,Zone 2,71,70,Unmarried,30,153,Some college,34,Yes,Female,1,Yes,No,Yes,Yes,30.55,46.25,0,26.25,46.7,2291.1,3114.95,0,1805,3292.65,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Very High,3. Some college
586,Zone 1,35,40,Unmarried,5,49,Did not complete high school,20,No,Female,1,No,No,No,No,3.4,0,0,0,0,107.85,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,1. Did not complete high school
587,Zone 3,44,41,Unmarried,21,51,Some college,7,No,Male,1,No,Yes,Yes,No,4.95,0,31.55,10.75,0,203.65,0,1301.9,460,0,No,No,No,Yes,No,No,No,No,Yes,Basic service,No,High,3. Some college
588,Zone 3,44,45,Married,19,88,Did not complete high school,21,No,Male,2,Yes,No,Yes,No,11.9,25.25,0,8.25,0,524.25,1108.4,0,305,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,1. Did not complete high school
589,Zone 1,26,41,Married,20,19,Did not complete high school,0,No,Female,6,No,No,No,No,5.45,0,0,0,0,165.4,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Low,1. Did not complete high school
590,Zone 2,42,46,Married,9,31,Did not complete high school,12,No,Female,3,No,No,Yes,No,5.9,0,0,23,0,277.65,0,0,945,0,No,No,No,No,No,No,No,Yes,No,Basic service,No,Medium,1. Did not complete high school
591,Zone 2,41,47,Married,6,90,High school degree,19,No,Male,3,No,Yes,Yes,No,6.7,0,20.2,31.25,0,251.35,0,825.15,1240,0,No,No,No,Yes,No,No,No,No,No,Basic service,Yes,High,2. High school degree
592,Zone 1,31,24,Married,3,14,Did not complete high school,0,No,Male,4,No,No,No,No,7.2,0,0,0,0,231.75,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Low,1. Did not complete high school
593,Zone 3,62,63,Unmarried,43,341,High school degree,30,No,Male,1,No,No,Yes,No,14.6,0,0,14.25,0,912.4,0,0,845,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Plus service,Yes,Very High,2. High school degree
594,Zone 1,12,23,Married,2,24,College degree,0,No,Female,8,Yes,No,Yes,Yes,3.2,41,0,15.75,35.4,35.5,502,0,210,373,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,Low,4. College degree
595,Zone 2,45,49,Married,27,81,High school degree,7,No,Female,4,Yes,No,Yes,No,13.85,50.5,0,21,0,583.1,2284.25,0,935,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,2. High school degree
596,Zone 1,47,34,Married,4,63,High school degree,13,No,Female,4,No,No,Yes,No,18.95,0,0,30.5,0,880.75,0,0,1395,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,2. High school degree
597,Zone 2,23,22,Married,1,27,Did not complete high school,4,No,Male,5,Yes,No,Yes,No,7.9,23,0,15.75,0,210.85,515.8,0,345,0,Yes,No,No,No,Yes,Yes,Yes,No,No,Plus service,No,Low,1. Did not complete high school
598,Zone 3,39,34,Unmarried,4,20,Post-undergraduate degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.55,21.25,59.2,10,79.2,375.4,872.5,2361.9,385,2973,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,Low,5. Post-undergraduate degree
599,Zone 2,19,26,Unmarried,2,48,Some college,0,No,Male,2,No,No,Yes,No,7.55,0,0,6.5,0,156.15,0,0,105,0,No,Yes,No,No,Yes,Yes,Yes,No,No,Plus service,No,Medium,3. Some college
600,Zone 1,13,54,Unmarried,12,121,College degree,23,No,Male,1,No,No,No,No,7.3,0,0,0,0,102.4,0,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,Plus service,No,High,4. College degree
601,Zone 2,5,33,Unmarried,6,39,Some college,4,No,Male,3,Yes,Yes,No,No,2.1,19.5,27.45,0,0,5.2,81.15,103.45,0,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Medium,3. Some college
602,Zone 2,11,19,Unmarried,0,21,High school degree,0,No,Male,1,No,No,No,No,3.6,0,0,0,0,35.4,0,0,0,0,No,No,No,No,No,No,No,No,Yes,Basic service,Yes,Low,2. High school degree
603,Zone 3,4,32,Unmarried,2,53,College degree,5,No,Male,1,Yes,Yes,No,No,7,11,26.25,0,0,29.2,56.45,90.75,0,0,No,No,Yes,No,No,No,No,No,Yes,Basic service,Yes,High,4. College degree
604,Zone 3,17,42,Unmarried,8,58,Did not complete high school,23,No,Male,1,No,Yes,No,No,5.05,0,28.65,0,0,85.05,0,523.05,0,0,Yes,Yes,No,Yes,No,Yes,No,No,No,E-service,Yes,High,1. Did not complete high school
605,Zone 2,7,27,Unmarried,3,39,Some college,2,No,Male,1,No,No,No,No,3.55,0,0,0,0,19.7,0,0,0,0,No,No,No,No,No,No,Yes,No,No,Basic service,Yes,Medium,3. Some college
606,Zone 1,19,65,Unmarried,3,108,Did not complete high school,33,No,Male,3,Yes,No,Yes,No,5.95,21.5,0,11.25,0,117.55,423.6,0,190,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,1. Did not complete high school
607,Zone 2,32,34,Married,0,38,Did not complete high school,10,No,Male,4,No,No,Yes,No,7.35,0,0,19.25,0,217.45,0,0,600,0,Yes,No,No,No,No,No,No,No,Yes,E-service,No,Medium,1. Did not complete high school
608,Zone 2,53,51,Unmarried,31,245,College degree,0,No,Male,1,Yes,No,Yes,No,18.45,28.25,0,11,0,961.75,1535.25,0,570,0,Yes,No,No,No,No,No,No,Yes,No,E-service,No,Very High,4. College degree
609,Zone 1,51,38,Unmarried,19,51,Did not complete high school,18,No,Female,1,Yes,No,Yes,No,11.7,26,0,23.25,0,577.1,1267.2,0,1195,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,1. Did not complete high school
610,Zone 1,35,34,Unmarried,7,78,College degree,10,No,Female,1,No,No,Yes,No,13.9,0,0,4.5,0,556.2,0,0,135,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,4. College degree
611,Zone 1,3,31,Married,4,23,College degree,4,No,Male,5,Yes,Yes,Yes,Yes,2.8,16.5,36,37.75,21.7,8.2,74.45,44.4,70,47.9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Low,4. College degree
612,Zone 1,22,48,Unmarried,7,88,College degree,12,No,Male,1,No,Yes,No,No,4.5,0,31.85,0,0,92.65,0,646.05,0,0,No,No,No,Yes,No,No,No,No,No,Basic service,Yes,High,4. College degree
613,Zone 3,17,21,Married,0,25,High school degree,1,No,Female,3,No,No,No,No,6.1,0,0,0,0,89.6,0,0,0,0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Plus service,No,Low,2. High school degree
614,Zone 2,68,39,Unmarried,20,73,High school degree,16,No,Female,1,Yes,No,Yes,No,44.95,15.75,0,20,0,3002.2,1089.05,0,1295,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,2. High school degree
615,Zone 2,27,41,Married,7,62,College degree,15,No,Female,2,Yes,No,Yes,No,13.7,16.25,0,6.75,0,371.35,450,0,165,0,No,No,No,No,Yes,No,No,Yes,No,Plus service,No,High,4. College degree
